id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2384,"Hyde Park - Walk to UChicago, 10 min to McCormick",2613,Rebecca,,Hyde Park,41.7879,-87.5878,Private room,55,2,178,2019-12-15,2.68,1,349
4505,394 Great Reviews. 127 y/o House. 40 yds to train.,5775,Craig & Kathleen,,South Lawndale,41.85495,-87.69696,Entire home/apt,117,2,394,2020-02-16,2.87,1,234
7126,Tiny Studio Apartment 94 Walk Score,17928,Sarah,,West Town,41.90289,-87.68182,Entire home/apt,80,2,384,2020-03-08,2.88,1,300
9811,Barbara's Hideaway - Old Town,33004,At Home Inn,,Lincoln Park,41.91769,-87.63788,Entire home/apt,150,4,49,2019-10-23,0.65,10,321
10610,3 Comforts of Cooperative Living,2140,Lois,,Hyde Park,41.79612,-87.59261,Private room,35,2,44,2020-02-14,0.64,5,269
10945,The Biddle House (#1),33004,At Home Inn,,Lincoln Park,41.91183,-87.64,Entire home/apt,215,4,17,2020-03-14,0.23,10,316
12140,Lincoln Park Guest House,46734,Sharon And Robert,,Lincoln Park,41.92335,-87.64951,Private room,289,2,4,2018-10-17,0.07,1,179
24833,Private Apt 1 Block to Fullerton L Red Line - Deck,101521,Red,,Lincoln Park,41.92679,-87.65521,Entire home/apt,99,32,37,2018-07-29,0.30,4,89
25879,Top 2/1  Block to Fullerton L Red Line Deck & Yard,101521,Red,,Lincoln Park,41.92693,-87.65753,Entire home/apt,99,32,47,2020-05-11,0.39,4,323
28749,"Sanitized, Huge, Quirky Bucktown Loft + Parking",27506,Laurie,,Logan Square,41.92083,-87.6801,Entire home/apt,83,2,50,2020-06-04,0.43,1,328
37738,Andersonville - Perfect location!,162364,Mat And Randy,,Uptown,41.97385,-87.66539,Private room,77,3,250,2020-03-15,2.07,1,270
39742,Central guestroom! Walk everywhere!,170758,Eric,,Near North Side,41.89377,-87.63465,Private room,75,2,500,2019-09-30,4.24,1,0
44020,2 Bed MCM 1 Block to Fullerton Red line L & Garage,101521,Red,,Lincoln Park,41.92673,-87.65731,Entire home/apt,80,32,52,2019-09-01,0.48,4,269
71930,"Rest, Relax and Explore",334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,59,3,68,2020-04-30,0.62,2,158
79101,5★Cubs/Riviera/AragonTRAIN2Bdrms/Ba,272671,Two For The Road,,Uptown,41.96792,-87.65757,Private room,180,2,150,2020-02-16,1.33,4,349
84042,The Explorer Room,334241,Michael And Veronica,,West Town,41.89615,-87.67934,Private room,55,3,76,2020-04-30,0.68,2,226
110705,Fab Value!/ Spa /Deck/ARAGON/RIVIERA/TRAIN/CUBS/,272671,Two For The Road,,Uptown,41.9693,-87.65621,Private room,99,2,148,2020-03-08,1.34,4,343
126280,"Near Lake, Wrigley and Weiss Hospital",626517,Gail,,Uptown,41.96852,-87.65225,Private room,48,3,162,2020-03-08,1.48,1,203
145659,Trendy Roscoe Village 3BR/2BR walk to shops,683529,Joe,,North Center,41.94342,-87.68121,Entire home/apt,275,2,25,2020-03-01,0.44,21,360
145690,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,683529,Joe,,Lincoln Park,41.91289,-87.63864,Entire home/apt,475,2,44,2020-02-23,0.72,21,359
165952,"Two Bedroom, One Bathroom Apartment",791089,Conrad,,Lake View,41.94274,-87.67321,Entire home/apt,198,3,60,2019-10-21,0.56,4,364
166667,Cozy Garden Studio ,791089,Conrad,,North Center,41.94274,-87.67378,Entire home/apt,125,3,88,2019-10-19,0.81,4,365
166706,"Three Bedroom, Two Bathroom Combo Apartment",791089,Conrad,,Lake View,41.94221,-87.67327,Entire home/apt,280,3,22,2019-06-03,0.20,4,365
172616,ALONZO:  SWEET Flat in the Ukrainian Village,3908,Layne,,West Town,41.89753,-87.67315,Entire home/apt,62,7,67,2020-03-18,0.62,3,32
175511,1BR/1BA Suite in Chicago (3709-G1),837429,Petru,,Irving Park,41.96012,-87.72158,Entire home/apt,67,3,33,2019-12-16,0.31,2,322
184764,Room w/private bath -kid friendly,886362,Julie,,Portage Park,41.94325,-87.75403,Private room,85,3,162,2019-11-28,1.50,1,364
189821,"Best in Chicago, private, excellent work space",899757,Meighan,,Logan Square,41.92918,-87.70219,Entire home/apt,125,2,491,2020-05-17,4.60,1,104
198135,Darling Damen Dwelling (with bike if you like),85708,Sarah,,North Center,41.95935,-87.67963,Private room,44,2,170,2020-01-01,1.64,1,59
207218,Historic Pullman Artist Flat - Artists & Explorers,1019125,Jb,,Pullman,41.6883,-87.60892,Entire home/apt,90,1,269,2020-04-11,2.51,1,322
221109,1 Bedroom Apartment -Noble Square,1146738,Zeyna,,West Town,41.89273,-87.65654,Entire home/apt,115,20,112,2019-10-15,1.06,1,58
225314,Cozy & comfy with AC close to California Blue Line,1173654,Jillian,,Logan Square,41.92543,-87.69593,Private room,75,2,20,2019-10-14,0.21,1,359
230836,Huge Bedroom with pvt marble bath,1185573,Graz Anton,,Uptown,41.96331,-87.66088,Private room,125,365,5,2018-06-20,0.06,3,0
233933,BROWN ROOM - WALK TO TRAIN TO O'HARE/DOWNTOWN,1224828,Tippi,,Irving Park,41.95602,-87.72781,Private room,55,2,153,2020-02-16,1.45,2,179
248791,Quiet Bedroom/ARAGON/Train,272671,Two For The Road,,Uptown,41.96797,-87.65791,Private room,90,2,97,2020-02-19,0.92,4,349
250354,Close to Michigan Ave and parks,1311953,Ronald,,Near South Side,41.86051,-87.62399,Entire home/apt,170,180,39,2018-04-25,0.37,1,359
258253,Studio Apartment Unit 4,1358243,June,,West Ridge,42.00692,-87.68438,Entire home/apt,48,32,20,2020-04-01,0.19,1,353
261509,You'll love Chicago! Guaranteed!,858008,Kassie,,Near North Side,41.90314,-87.63494,Entire home/apt,149,32,62,2018-11-20,0.62,1,364
264547,Steps From the Best Chicago Offers,1387948,Dominic,,Near West Side,41.88467,-87.64487,Entire home/apt,195,10,65,2019-08-11,0.66,1,363
267646,Logan Square Classic Bungalow,1313038,Mark,,Logan Square,41.92716,-87.70471,Private room,97,2,139,2019-10-20,1.34,1,214
272728,Quiet room in Quiet neighborhood!,1426804,Afri,,Chatham,41.72763,-87.61307,Private room,40,2,219,2019-10-28,2.13,2,353
275496,Downtown 3BR/2BA Loft & Amazing River View,1142145,Jim,,Near West Side,41.88623,-87.6404,Entire home/apt,175,360,10,2014-11-08,0.14,1,364
289689,"30 Day+ Med student, interns & interim stays.",1376077,Killian,,Edgewater,41.97794,-87.65764,Private room,26,30,61,2020-03-20,0.59,1,269
289884,"Sunny Home w/ Private Bathroom, Parking, Laundry",1500490,Hailey,,Logan Square,41.92063,-87.68353,Private room,125,1,84,2019-10-28,0.86,2,365
290155,15 Minutes to Everything.  Skyline View. Quiet.,1505878,Bob,,Bridgeport,41.82702,-87.63967,Entire home/apt,130,3,53,2020-03-17,0.52,2,0
298321,nice room with king size bed,1537881,Marko,,Woodlawn,41.78216,-87.59027,Private room,47,2,46,2019-09-28,0.46,1,365
312192,Winter Specials. You'll love this apartment.,1505878,Bob,,Bridgeport,41.82741,-87.63934,Entire home/apt,146,4,39,2020-03-15,0.58,2,0
313227,WHOLE PRIVATE FLOOR near Train,259284,Cheryl,,Albany Park,41.96331,-87.70916,Entire home/apt,85,3,47,2017-07-17,0.47,1,174
345075,"Spacious, Vintage Hyde Park Apt.",1746524,Patricia,,Kenwood,41.8077,-87.59436,Private room,85,2,232,2019-10-29,2.31,1,349
350347,"Luxury Chicago Loft, 1 blk to train w/ 2 pkg spots",845242,Jay & Elisa,,Lake View,41.93986,-87.65473,Entire home/apt,136,3,482,2020-03-28,4.78,1,312
372929,Lux Urban 3BR/3BA Duplex + Parking!,1876597,The Adventurers,,West Town,41.89862,-87.65597,Entire home/apt,295,2,212,2020-02-23,2.29,2,354
395257,Trains to downtown. McCormick. IIT.,1385332,Patt,,Douglas,41.82869,-87.62058,Private room,35,1,19,2019-10-23,0.23,18,179
397472,"Save, clean,good  location for staycation",782802,Joe,,Rogers Park,42.01455,-87.66511,Entire home/apt,71,1,432,2020-05-24,6.48,2,1
404792,Eclectic West Town 2BR w/ Vintage Charm,1844352,Christine,,West Town,41.88913,-87.66763,Entire home/apt,130,5,187,2019-11-11,1.93,1,116
412182,Spacious + Convenient Logan Square One-bed Apt,2052009,Sarah,,Logan Square,41.91891,-87.69902,Entire home/apt,69,2,143,2020-03-01,1.44,1,0
422214,Niki's Place-rent 1 or 2 units-6-18ppl Wicker Park,1802802,Niki,,West Town,41.89843,-87.66659,Entire home/apt,250,3,131,2020-03-19,1.33,1,355
446474,Vintage Ukrainian Village Apt!,2217180,Yuri,,West Town,41.90095,-87.68181,Entire home/apt,175,3,4,2015-08-15,0.04,1,322
450648,Luxury Space - Come & Relax,2204693,Dl,,Near South Side,41.86614,-87.62275,Private room,119,3,38,2018-06-21,0.38,1,169
464581,"Large, Private Logan Square Studio",2308792,Jonathan,,Logan Square,41.92451,-87.69385,Entire home/apt,49,2,623,2020-05-14,6.54,1,28
479086,Hostel Earphoria,337459,Earphoria,,Avondale,41.93245,-87.71528,Shared room,25,1,180,2020-03-08,1.83,2,309
484898,Charming 1906 cottage Northside,2400107,Allison,,Uptown,41.97053,-87.67267,Entire home/apt,225,3,14,2018-06-11,0.15,1,0
488097,Chicago room minutes from Downtown,2414938,Sara,,West Town,41.91173,-87.6731,Private room,60,3,19,2019-06-09,0.40,1,105
496809,"Spacious Room with plush King Bed, Rogers Park",2453507,Estelle,,Rogers Park,42.00435,-87.67501,Private room,85,3,36,2018-08-28,0.47,3,357
507517,Private Lincoln Square Garden Apt,2501182,Nate,,Lincoln Square,41.96714,-87.69611,Entire home/apt,95,3,284,2020-01-02,2.93,1,160
533831,Perfect Lincoln Park home in a great location!,483146,Sasha,,Lincoln Park,41.91269,-87.6425,Entire home/apt,280,2,55,2019-10-15,0.57,2,144
537419,Groovy on the Lake  private bd/bth,919011,Jacqueline,,Lake View,41.94286,-87.63919,Private room,130,1,28,2015-10-20,0.29,2,365
542067,Logan Square Modern Vintage Garden,2273840,Sarah,,Logan Square,41.93142,-87.69989,Entire home/apt,125,3,260,2019-12-29,2.67,1,361
548905,Home Away From Home,2698691,Leo,,Grand Boulevard,41.82293,-87.61559,Entire home/apt,85,2,227,2020-02-09,2.39,1,352
573540,Drop-dead fab on the Lake  2bd/2bth,919011,Jacqueline,,Lake View,41.94284,-87.63919,Entire home/apt,490,1,35,2015-09-21,0.36,2,365
584590,"Spacious Bedroom, steps to El train",2880338,Elizabeth,,Lincoln Square,41.96425,-87.68359,Private room,75,2,43,2019-09-21,0.45,4,180
585353,Great neighborhood! Price Drop *,2885441,Tracy,,West Town,41.88961,-87.66268,Private room,42,1,127,2020-01-20,1.32,6,315
585356,"Price Drop! Great Deal, Great area!",2885441,Tracy,,West Town,41.89003,-87.66241,Private room,74,1,143,2020-03-08,1.49,6,358
589939,"Recent Price Drop, awesome area!",2885441,Tracy,,West Town,41.89054,-87.66261,Shared room,56,1,66,2020-02-17,0.68,6,364
611839,"Stylish, comfortable room in nice Duplex",3034693,Daniela,,North Center,41.93537,-87.67946,Private room,42,7,161,2020-04-30,1.89,1,15
628149,Great for Students! Affordability+Location,2885441,Tracy,,West Town,41.89056,-87.66086,Private room,63,1,96,2019-10-18,1.01,6,332
634310,The Stained Glass Apt. Edgewater #1,2915265,Felice,,Edgewater,41.99667,-87.66213,Private room,65,2,81,2020-02-17,0.85,2,365
640841,Designer Lakeview Haven. Private Rooftop Oasis!,3200044,James,,Lake View,41.94242,-87.67134,Entire home/apt,200,3,47,2020-06-14,1.91,2,154
642053,Large Double Queen Studio Apartment in Wicker Park,81779,Laura,,West Town,41.90567,-87.67311,Hotel room,134,2,11,2020-03-08,0.12,11,344
642065,3 Bedroom Apartment in Historic Wicker Park Home,81779,Laura,,West Town,41.90686,-87.67319,Private room,152,2,39,2020-03-08,0.50,11,330
651742,Edgebrook Lg bdr by golf course,2824576,Jeff,,Forest Glen,41.99244,-87.75569,Private room,75,2,66,2019-10-15,0.74,2,364
662034,Edgebrook bdr by golf course,2824576,Jeff,,Forest Glen,41.99201,-87.75719,Private room,65,2,66,2020-02-15,0.80,2,364
681842,Bedrm/Bath - Swanky Northside Condo.,3472696,Roxane,,West Ridge,41.99348,-87.68121,Private room,50,3,26,2019-10-16,0.31,1,363
697634,"2 BD Condo by downtown,park,lake",3574415,Marv,,Near North Side,41.90302,-87.63499,Entire home/apt,99,31,150,2019-12-20,1.79,2,1
699284,Your Sweet Chicago Home,3586103,Judy,,Lincoln Park,41.92929,-87.64895,Entire home/apt,800,3,44,2019-05-01,0.47,1,364
724895,Close to Chicago music Fest! (Students discount),2885441,Tracy,,West Town,41.88999,-87.66096,Private room,44,1,130,2019-12-09,1.40,6,352
726376,"Spacious Studio, Amazing Location!",2658212,James,,Lake View,41.93932,-87.65218,Entire home/apt,85,3,623,2020-03-23,6.69,4,31
727847,Palmer Treehouse - Bedroom 2,62150,K.Anne,,Logan Square,41.92255,-87.70293,Private room,60,2,73,2019-10-22,0.79,3,365
731232,Logan Square-Chicago Prime Location-Longer Stays,3804977,Paul And Nancy,,Logan Square,41.92669,-87.699,Entire home/apt,90,2,134,2020-03-03,1.44,1,362
739495,Lovely 2 bedroom in Lincoln Square ,3867687,Janet,,Lincoln Square,41.97847,-87.68087,Entire home/apt,75,4,186,2020-03-12,2.21,1,211
753809,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,3965428,Rob,,Loop,41.88624,-87.61566,Entire home/apt,94,31,13,2015-08-15,0.14,76,365
755701,3 Bedroom Victorian Beauty at Logan Square,3920450,Vas,,Logan Square,41.92997,-87.72061,Entire home/apt,135,5,19,2019-04-03,0.22,3,263
764856,Stunning Downtown Artist Loft (West Loop),2619611,Andrew,,Near West Side,41.88676,-87.64935,Entire home/apt,159,2,236,2020-06-07,2.56,2,113
773127,Comfy Room & Bike in Roscoe Village,4009750,Matt,,North Center,41.94994,-87.682,Private room,84,2,128,2017-06-04,1.38,2,0
789429,Guest bedroom with private bath,1185573,Graz Anton,,Uptown,41.96193,-87.66238,Private room,99,365,0,,,3,365
789867,Beautiful Private Room Near CTA With Free Parking,2782694,Cameron & Emily,,Uptown,41.96437,-87.67398,Private room,20,3,220,2020-03-19,2.53,1,0
790016,Italian style in elegant apartment,1185573,Graz Anton,,Uptown,41.96046,-87.66346,Entire home/apt,299,365,16,2013-08-18,0.17,3,365
790934,04. Pullout sofa bed in common room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,70,1,139,2020-02-03,1.51,18,179
802613,"Your Own Home, 2-Bath with Laundry and Parking!",1500490,Hailey,,Logan Square,41.92285,-87.68323,Entire home/apt,175,1,57,2019-11-02,0.63,2,365
818109,"Cool Clean  Uk Village, Awesome location + House",3908,Layne,,West Town,41.89513,-87.674,Entire home/apt,62,7,18,2020-03-18,0.20,3,24
824518,"Cozy, Beautiful & Vintage Drenched",2655877,Bret,,West Town,41.90213,-87.67598,Entire home/apt,95,28,87,2019-04-03,0.97,1,79
834943,Lincoln Square 2 Bedroom Condo - Welles Park View,4367266,Christopher,,Lincoln Square,41.96238,-87.68378,Entire home/apt,90,2,54,2019-12-01,1.90,1,348
841024,Lux 2bd 2bt Lakeview-Wrigleyville ,1254363,Mark,,Lake View,41.9443,-87.64661,Entire home/apt,239,32,15,2017-03-19,0.17,2,365
863120,Cozy Private Room in a unique Chicago Penthouse,4525503,Nejla Yatkin And Enki,,Lincoln Park,41.9217,-87.65959,Private room,85,2,98,2020-03-29,1.16,2,251
872247,Modern and Spacious,3217184,Priti,,Lower West Side,41.85939,-87.65271,Entire home/apt,125,7,163,2019-09-10,1.88,1,11
887038,Lincoln Park Block to Fullerton L 1 Bedrm + Alcove,101521,Red,,Lincoln Park,41.9263,-87.65567,Entire home/apt,150,32,36,2017-05-26,0.42,4,365
903996,Private Entrance/Steam Room Ensuite,4019426,Colleen,,Logan Square,41.92649,-87.7138,Private room,110,2,145,2020-03-19,1.70,1,287
909096,The Bangtel Playhouse with Super Cool Private Rooftop,4069585,Liz,,Humboldt Park,41.91105,-87.70927,Entire home/apt,400,1,200,2020-02-23,2.24,11,329
926142,Private & modern Home with 3 Bedrooms.,2465320,Ana,,Rogers Park,41.99986,-87.67155,Entire home/apt,180,2,7,2020-04-26,0.08,5,363
929914,Charming apartment in Old Town,5007980,Lynn,,Lincoln Park,41.91316,-87.63813,Entire home/apt,115,2,304,2020-02-18,3.46,1,331
931105,Modern Guest Bedroom Room in Designers House,5015135,Samantha,,East Garfield Park,41.88449,-87.69659,Private room,75,3,23,2018-11-02,0.27,1,362
949514,Modern Loft-Style Pad in Wicker!,5148353,Steven,,West Town,41.90677,-87.66788,Private room,50,3,133,2020-03-02,1.50,1,0
960326,Stay in a Designer Penthouse with Art Gallery,5228189,Matthew,,West Town,41.89505,-87.65449,Entire home/apt,302,1,268,2020-05-18,3.12,5,338
966137,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",5016495,Erika,,Near West Side,41.86755,-87.6788,Entire home/apt,269,2,40,2018-06-05,0.45,1,89
979841,"Huge Victorian near Loyola, Lake #1",5076708,Lois And Eduardo,,Rogers Park,42.00498,-87.66712,Private room,69,2,209,2020-03-15,2.39,4,365
979926,"Huge Victorian near Loyola, Lake #2",5076708,Lois And Eduardo,,Rogers Park,42.00623,-87.66794,Private room,59,2,240,2020-02-16,2.77,4,363
979942,"Huge Victorian near Loyola, Lake #3",5076708,Lois And Eduardo,,Rogers Park,42.00426,-87.66693,Private room,59,2,233,2020-02-23,2.66,4,365
983640,Huge Victorian near Loyola 2bd Apt,5076708,Lois And Eduardo,,Rogers Park,42.00381,-87.67082,Entire home/apt,159,2,176,2020-02-17,2.05,4,355
1020810,Beautiful Condo in Chicago,3843347,Andrea,,Near North Side,41.8943,-87.62609,Entire home/apt,100,30,30,2020-04-06,0.34,3,365
1027405,Chicago Women's Residence/ Paris Rm,5654677,Urban Art,,North Lawndale,41.85432,-87.70769,Private room,45,2,6,2016-07-31,0.10,4,88
1027463,Chicago Women's ResidenceFlorenceRm,5654677,Urban Art,,North Lawndale,41.85423,-87.70784,Private room,45,2,10,2019-10-24,0.17,4,89
1027741,Chicago Women's Residence Midler Rm,5654677,Urban Art,,North Lawndale,41.85455,-87.70768,Private room,45,2,19,2019-10-13,0.86,4,88
1056430,Charming space in Boystown/Lakeview,5830215,Albert And Antonio,,Lake View,41.94376,-87.65164,Private room,79,2,320,2020-03-15,3.66,1,334
1080532,Mid-Century mdn twnhs in Lakview,1838943,Sunnie/Randolph,,Lake View,41.93396,-87.64108,Entire home/apt,114,6,29,2019-10-18,0.35,2,281
1083987,MODERN LOFT Downtown by McCormick w/KING BED WiFi,3965428,Rob,,Near South Side,41.85278,-87.62453,Entire home/apt,85,30,21,2020-01-06,0.24,76,334
1096191,Studio at the Lake,6023157,Nataliya,,Uptown,41.97271,-87.65236,Entire home/apt,55,30,45,2019-10-16,0.52,1,300
1113259,Private room in a cozy city condo,6109924,Nicole,,Rogers Park,42.01761,-87.67987,Private room,55,1,132,2020-03-15,1.52,1,248
1127661,Art House in Hip Logan Square,2371848,Jason & Jennifer,,Logan Square,41.91791,-87.70933,Private room,59,2,238,2020-03-13,2.78,1,68
1129741,Large modern apartment near CTA,4778146,Mila,,East Garfield Park,41.88282,-87.72026,Entire home/apt,80,7,0,,,1,0
1171860,"Lincoln Park Studio, Great Value!",2658212,James,,Lincoln Park,41.92628,-87.64026,Entire home/apt,50,3,532,2020-03-18,6.28,4,28
1183249,"Boystown Studio, Outstanding Value!",2658212,James,,Lake View,41.9395,-87.64483,Entire home/apt,79,3,500,2020-03-18,5.83,4,22
1185749,3 Bedroom Charming Vintage Hideaway,1664593,Matt & Christy,,Near West Side,41.87086,-87.68305,Entire home/apt,99,3,314,2020-03-14,3.66,1,62
1195259,Wicker Park - Garden At The Heart of It All,2899484,Jason,,West Town,41.91095,-87.67783,Entire home/apt,135,4,180,2020-02-16,2.10,2,360
1225964,Chicago 10 Minutes to MAG MILE!,6687262,Sharon,,Lake View,41.93804,-87.64134,Private room,70,2,9,2014-05-05,0.11,1,359
1229238,Two story family home,6705392,Mario,,Portage Park,41.94735,-87.75762,Entire home/apt,210,1,95,2020-02-16,1.31,2,355
1229267,Single/room share,6705392,Mario,,Portage Park,41.94556,-87.75419,Private room,40,1,11,2019-09-29,0.15,2,362
1249397,Spacious 3BD Home in Ravenswood,6808293,Jon,,Lincoln Square,41.97009,-87.67423,Entire home/apt,130,1,11,2019-11-30,0.13,2,214
1267060,Stylish Penthouse w/ Private Roof Deck & City View,4656241,Patrick,,West Town,41.89239,-87.66546,Entire home/apt,220,3,17,2018-09-30,0.35,1,46
1278457,Jumbo 4br in the Wicker/Ukranian,370619,Drew,,West Town,41.90439,-87.68212,Entire home/apt,300,7,22,2018-01-04,0.28,1,355
1296053,Private Rm nr Lake & McCormick Ctr,5684259,Marva,,Oakland,41.82147,-87.60086,Private room,75,1,27,2018-10-06,0.32,3,89
1296218,Private Rm2 nr Lake & McCormick Pl,5684259,Marva,,Oakland,41.82184,-87.60129,Private room,75,1,23,2019-07-30,0.27,3,89
1304049,Private room near UIC Medical Dist.,7089017,Sharon,,Near West Side,41.8719,-87.68486,Private room,100,1,103,2019-10-23,1.24,1,365
1321332,Lincoln Park Single Family Home,946954,Jeff,,Lincoln Park,41.92913,-87.66921,Entire home/apt,350,2,74,2020-03-01,0.91,1,339
1325769,Historic Walk-Up; Safe Area & Close to EVERYTHING,7195599,Kelly,,Lincoln Park,41.91355,-87.63675,Private room,198,1,23,2019-06-30,0.27,1,89
1333431,2 BR suite w/ 3 beds near McCormick/Lake Michigan,5684259,Marva,,Oakland,41.82179,-87.59986,Private room,200,1,6,2017-08-06,0.09,3,361
1356190,Logan Square Vintage Deluxe Suite,3069675,Gabrielle,,Logan Square,41.92083,-87.68896,Private room,90,3,304,2020-03-15,3.70,1,0
1361421,Wrigley Hostel - Queen Bed Room,7391164,Wrigley Hostel,,Lake View,41.9459,-87.65461,Hotel room,80,1,29,2020-06-14,0.38,5,364
1369384,Private bed & bath w/garage parking,7385510,Anna,,Irving Park,41.95564,-87.71154,Private room,60,2,125,2018-11-25,1.49,1,197
1392594,"Bright open house, garden & deck",7528098,Eileen,,Uptown,41.96952,-87.67239,Entire home/apt,168,3,24,2019-09-16,0.29,1,248
1427950,Mid Century Modern Hideaway,1222412,Elizabeth,,Edgewater,41.98496,-87.66806,Entire home/apt,120,3,79,2019-11-11,1.25,1,0
1428024,Cozy room in Charming Apartment,4509503,Jessica,,West Town,41.91079,-87.68746,Private room,79,3,82,2018-07-17,1.00,1,136
1428589,Field Museum Experience at Ellis Place,2465946,Becky & John,,Oakland,41.82781,-87.60523,Private room,50,1,273,2020-02-16,3.26,4,360
1434078,Trendy Downtown 2 Bedroom,5402236,Casey,,Lincoln Park,41.92989,-87.64103,Entire home/apt,380,12,14,2019-05-24,0.19,3,363
1461451,02b. Twin bed in Coed Space,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,25,1,152,2020-04-12,1.82,18,0
1468342,Quaint Serenity in Bronzeville,4081052,Suzetta,,Grand Boulevard,41.81266,-87.61586,Private room,65,2,123,2020-02-16,1.48,1,365
1475647,01b. Twin bed in Shared Foster Cat Room,2907254,Joe,,West Ridge,42.01653,-87.68788,Shared room,25,1,97,2020-03-04,1.16,18,168
1502674,The Biddle House (#2),33004,At Home Inn,,Lincoln Park,41.91307,-87.64012,Entire home/apt,158,4,36,2020-03-26,0.44,10,0
1502700,The Biddle House (WHOLE HOUSE),33004,At Home Inn,,Lincoln Park,41.91406,-87.63934,Entire home/apt,425,4,16,2019-09-02,0.22,10,329
1516154,Best Location Millennium Park Extended Stay POOL,3965428,Rob,,Loop,41.88642,-87.61695,Entire home/apt,145,31,18,2015-08-16,0.22,76,330
1541692,Private room in Chicago,8217410,Aisha & Antonio,,Oakland,41.82936,-87.6048,Private room,55,3,94,2019-11-21,1.28,1,365
1554433,Charming Home in Chicago,6088938,Eric,,Beverly,41.71348,-87.67195,Private room,90,2,163,2020-06-07,1.97,1,365
1573401,Spacious & serene in hip spot. Sleeps 4.,8186262,April,,Lower West Side,41.85763,-87.66236,Private room,65,2,187,2020-03-29,6.34,2,228
1584422,Magic Factory Lofts  - Not your typical Airbnb,2810938,Carole & Basil,,Near North Side,41.90607,-87.6488,Entire home/apt,344,3,26,2020-03-16,0.31,2,0
1584509,The Historic Florsheim Mansion,8442094,Russ,,Near North Side,41.90697,-87.62941,Entire home/apt,475,2,54,2020-05-21,0.69,1,334
1587078,Gorgeous Apartment in Bucktown,4908881,Irena & Martin,,Logan Square,41.91638,-87.68422,Entire home/apt,149,2,293,2020-03-16,3.54,4,138
1591370,Private Northside Chicago Apt Near Beach & Transit,8489460,Holly + Mark,,Rogers Park,42.01114,-87.67634,Entire home/apt,90,2,93,2020-02-17,1.13,1,362
1614802,Lincoln Park/De Paul area.,8595700,Carin,,Lake View,41.93455,-87.66141,Private room,60,4,271,2020-03-16,3.61,1,312
1623463,East Pilsen,8463536,Maximiliano,,Lower West Side,41.859,-87.6462,Entire home/apt,135,2,40,2020-03-01,1.06,1,89
1641601,Private Nook in Leafy Andersonville,8626951,CC & Tun,,Uptown,41.97282,-87.67257,Private room,69,4,275,2020-03-14,3.34,1,365
1648786,Quiet Rooms2 in Quiet Neighborhood,1426804,Afri,,Chatham,41.72836,-87.6136,Private room,32,2,84,2020-03-14,1.02,2,0
1656336,Park Views-Walk to Orange Line(MDW),8781008,Jenny,,Mckinley Park,41.82516,-87.67456,Entire home/apt,95,1,269,2020-03-23,3.37,2,347
1663673,iKlektik House // Cardinal,8813383,Mindy + Tony,,West Town,41.89322,-87.68572,Entire home/apt,99,2,318,2020-06-15,4.07,4,138
1668481,Cozy 2BR Apt - Humboldt Park,531832,Evan,,West Town,41.89665,-87.69719,Entire home/apt,82,60,110,2020-04-11,2.00,1,357
1672647,Victorian greystone near Loyola U!,2707385,Caitlin & Lisa,,Rogers Park,41.99892,-87.67322,Entire home/apt,109,7,225,2020-04-30,2.75,1,230
1678422,Nice room in Penthouse in Lakeview,8852597,Hector,,Lake View,41.93465,-87.65754,Private room,75,1,28,2019-10-01,0.34,2,89
1721045,*Recent Price Drop! Superb location!,2885441,Tracy,,West Town,41.89003,-87.66254,Private room,71,1,94,2019-11-14,1.16,6,345
1732652,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,3965428,Rob,,Near North Side,41.89232,-87.62369,Entire home/apt,153,32,7,2014-09-08,0.09,76,365
1746734,Spacious Stylish One Bedroom Apt In HydePark,9192868,Rebecca,,Hyde Park,41.79984,-87.59465,Entire home/apt,101,2,338,2020-05-25,4.17,1,265
1755737,"Lake View 2BR/2Bath w/ Pool, Gym. Annual lease.",9233414,Ravi,,Lake View,41.94036,-87.64068,Entire home/apt,155,365,0,,,1,364
1759266,Lakeview / Lincoln Park Vintage,9249272,Mark,,Lake View,41.93396,-87.65897,Entire home/apt,250,1,32,2019-10-14,0.44,1,290
1759389,Casa Corazón (W) near Rush / UIC,1559157,Amanda,,Lower West Side,41.84801,-87.68127,Private room,70,2,120,2020-03-31,1.48,2,359
1778910,South Loop Cozy 2BdRm parking&WiFi&NetFlix,9339313,Leon,,Lower West Side,41.85675,-87.65501,Entire home/apt,69,1,479,2020-05-11,6.49,12,166
1784523,Beautiful 2 bed room apartment,8651445,Hanne,,Avondale,41.93998,-87.70272,Entire home/apt,99,1,115,2020-03-16,1.55,1,31
1810118,LARGE Private 1BR/Full Bath near U of Chicago,9483312,Ryan,,Woodlawn,41.77892,-87.59886,Private room,59,1,328,2020-06-02,4.26,1,88
